Metacritic,Recomendaciones,Propietarios,Jugadores,Precio
0,0,897,538,14.99
0,0,535,535,14.99
0,0,14169,9326,14.99
0,0,19370,12016,0.99
69,282,68153,39098,9.99
0,135,5380,4842,19.99
0,289,43044,23136,5.99
0,0,18294,9147,5.99
0,0,16321,8609,5.99
0,0,9506,1614,4.99
0,0,8609,808,4.99
0,0,4663,1076,4.99
0,134,11478,4842,9.99
0,0,1435,1605,14.99
61,0,11837,1973,12.99
82,9101,429004,393672,59.99
0,0,28517,5560,4.99
0,0,0,0,11.99
0,0,42865,6457,9.99
0,107,7533,5919,4.99
0,158,15783,11478,4.99
0,0,6457,1973,8.99
0,2766,136844,135768,9.99
0,109,3049,2511,9.99
0,0,25647,6277,4.99
0,201,76403,40892,2.99
74,0,9864,5022,11.99
0,171,81245,26006,2.99
0,0,1077,808,12.99
0,0,6815,2332,5.99
69,0,8071,6277,19.99
0,0,1070,1073,4.99
0,0,1435,1081,9.99
0,0,2332,1873,9.99
78,0,87343,13989,19.99
0,104,8967,1614,9.99
0,0,30489,17218,19.99
0,0,9685,4663,9.99
0,779,242839,118550,0.0
0,0,12554,538,8.99
0,294,135050,76941,3.99
0,0,6636,3049,3.99
61,156,30131,16500,9.99
0,1821,75327,57930,8.99
0,163,19549,11478,4.99
0,0,5380,803,4.99
0,0,3228,540,19.99
0,0,1347,539,19.99
0,289,80707,48962,9.99
0,0,717,540,6.39
0,829,42865,36767,44.99
0,260,7533,5380,39.99
0,0,33000,5022,4.99
0,129,44837,18652,2.99
0,0,0,0,0.0
70,0,1793,1435,9.99
0,675,55060,42327,49.99
0,149,8429,6636,1.99
0,0,4125,1076,9.99
0,568,309557,120702,0.0
0,226,29055,15962,9.99
70,256,35511,15962,19.99
73,986,175942,88240,14.99
65,953,57033,47528,19.99
0,0,12016,1435,5.99
0,3883,1447531,761339,0.0
0,212,33538,22239,4.99
0,1095,111914,78017,19.99
0,152,6636,6277,9.99
74,0,0,0,11.99
0,471,121599,79990,0.49
0,0,2870,1614,4.99
0,0,803,1067,9.99
0,104,16321,12913,8.49
0,0,17397,10402,3.99
0,5198,4012230,1885682,0.0
68,0,10402,4484,9.99
0,123,13451,7353,7.99
0,0,0,0,0.0
70,0,12016,2332,14.99
70,0,14886,2511,14.99
0,0,14527,8967,19.99
0,225,9506,8429,6.69
76,142,15245,10223,19.99
0,1148,151909,93082,2.99
0,335,110300,76941,1.99
0,159,27979,10402,1.99
0,0,7712,1973,3.99
69,1876,138637,107072,29.99
0,0,3408,1614,2.99
0,344,83218,47886,0.49
0,238,83218,46631,0.49
0,0,27979,14707,4.99
0,0,8071,3946,9.99
0,322,151550,66718,0.0
0,0,0,0,11.99
0,0,1077,533,3.99
0,0,3228,2152,4.99
0,0,6457,3766,9.99
0,727,172893,66180,0.0
0,110,14169,8250,1.99
0,0,3946,803,4.99
0,245,16500,11658,4.99
0,511,221317,106175,0.0
0,127,19011,5380,7.99
0,147,22777,4663,1.99
0,0,3408,2943,6.99
0,0,7353,4125,4.99
0,201,33718,19908,2.99
0,0,75506,45913,11.99
0,174,36587,22419,4.99
0,0,1973,2147,19.99
0,0,3587,1081,19.99
0,0,2870,533,9.99
0,140,10761,7712,14.99
0,0,29772,14886,1.99
0,0,18294,6098,5.99
0,0,8788,717,4.99
0,147,45555,29772,1.99
0,0,533,533,0.0
0,0,19011,7533,4.94
0,0,17935,6815,0.59
0,0,12196,1255,2.99
0,1167,268128,167333,0.5
0,0,1793,1255,1.99
0,0,3408,1793,0.99
0,0,18832,3049,5.99
0,0,11299,6636,7.99
0,1101,351525,204997,1.49
0,0,28337,3766,6.99
0,207,31745,15783,4.99
0,0,808,539,2.99
0,0,12734,2155,6.99
0,0,1616,1616,8.99
0,0,11299,5022,9.99
0,0,6277,3587,2.99
0,247,24212,14348,3.99
0,0,1076,808,6.99
0,0,0,0,5.99
0,193,45555,18114,4.99
0,318,36229,21701,14.99
0,0,0,0,0.0
43,4120,128773,117115,8.99
0,546,27620,20446,4.99
0,0,14527,7533,9.99
0,0,24392,12016,9.99
0,0,8250,6098,7.99
0,0,11299,5560,0.0
0,114,36767,5919,2.99
0,0,18114,10044,3.99
0,0,0,0,4.99
0,171,16321,8967,19.99
0,0,7174,3946,8.99
0,464,44837,29055,6.99
0,0,0,0,0.0
0,117,11658,6995,2.99
0,0,22239,11120,12.99
0,0,2690,1435,6.99
0,870,349732,218089,0.0
0,140,7712,4484,2.99
0,0,20446,1793,1.99
0,0,2511,1793,8.99
0,0,1076,811,1.99
0,664,19908,19190,9.99
0,405,259878,105996,0.0
0,322,82142,37305,9.99
0,0,13989,2152,6.99
0,0,0,0,0.0
0,0,19370,13451,6.29
0,0,0,0,0.0
0,0,4484,1435,9.99
0,0,5022,1973,9.99
0,1198,418961,256829,0.0
63,0,13093,3408,9.99
0,0,12913,1793,4.99
0,0,8967,4663,7.99
76,683,162491,78734,4.99
0,0,4304,3766,4.99
0,0,3587,1073,19.99
0,0,3587,1616,1.99
0,0,28696,5739,9.99
0,475,32821,21163,0.99
0,134,20446,12734,12.99
0,0,1793,0,9.99
0,0,40892,15245,1.99
0,0,1076,1338,4.99
0,464,32462,22957,4.99
0,428,284628,135588,0.0
0,0,3408,811,2.99
64,1123,329106,109941,9.99
0,227,102767,45375,0.0
0,320,242481,123751,0.0
0,0,68870,17397,2.99
0,0,17397,8071,2.99
0,0,40174,8071,2.99
0,0,12375,3587,2.99
0,0,27261,4484,6.99
0,136,67256,10582,5.99
66,0,15603,2332,9.99
0,3054,309378,171817,0.0
0,0,2690,539,9.99
0,0,81604,43761,3.39
0,0,808,533,4.99
0,123,10402,9506,29.99
0,0,10582,1255,7.99
0,0,56495,32462,5.99
61,139,22777,8071,14.99
0,116,23674,13272,2.99
77,134,20984,10940,4.99
0,123,4663,3766,34.99
0,256,12016,10402,14.99
0,704,203024,137202,1.99
0,0,17935,7891,9.99
0,173,15065,11478,2.99
0,0,31027,14348,3.99
0,0,7174,1255,14.99
0,0,1614,1076,0.99
0,459,144376,96490,1.99
0,0,0,0,8.99
0,172,22777,13810,3.99
0,114,33359,9326,11.99
0,288,61696,43044,2.99
0,0,66718,10761,4.99
0,0,5739,3946,9.99
75,1928,297720,196746,19.99
0,231,15962,15962,5.99
0,112,158366,27440,9.99
0,298,121061,35511,9.99
0,0,2870,1793,1.99
0,0,7891,717,3.99
0,0,2332,1255,5.99
0,1117,257187,105458,0.0
0,0,2511,2332,10.99
0,0,17756,8429,9.99
76,0,2690,1614,19.99
0,0,7174,3946,9.99
0,240,121061,28696,9.99
0,429,26006,17756,39.99
0,0,4304,2332,29.99
0,0,5919,3766,4.99
0,0,808,0,9.99
0,0,22239,2332,2.99
0,0,8071,1793,12.99
0,588,129670,53805,19.99
0,128,12554,5560,9.99
0,0,68153,2152,1.79
0,133,17935,10402,7.99
0,0,1076,544,19.99
40,0,4484,2152,11.99
0,96815,4023708,3860141,29.99
0,2800,767437,529799,0.0
0,0,897,811,7.99
0,0,19190,10044,9.99
0,0,1076,537,2.99
0,630,50039,29593,1.99
0,0,12016,6098,4.99
0,2525,255573,133436,0.0
0,0,0,0,4.99
0,1695,982298,607816,0.0
0,0,2690,1973,4.99
0,0,18652,4484,0.99
0,0,3049,2690,14.99
0,0,1076,808,11.99
0,0,1973,2140,3.99
0,0,1793,897,8.99
0,618,54702,32283,7.99
0,0,20984,12016,4.99
0,0,7353,1435,6.99
0,337,16321,14707,19.99
0,0,9864,1614,5.99
0,0,15424,9326,4.99
0,0,7533,1435,3.99
81,1422,244812,139534,19.99
0,0,51653,31386,7.99
0,206,5919,5560,14.99
0,166,17218,9685,4.99
0,0,23315,9685,9.99
0,0,539,539,9.99
0,424,104202,35870,12.99
0,0,2332,2332,29.99
0,0,7174,544,6.99
0,0,5380,897,6.99
0,0,5560,1347,6.99
0,0,897,540,0.0
0,0,0,0,0.0
0,0,0,0,9.99
0,1363,156034,98463,4.99
63,128,18473,7353,19.99
69,0,2870,2332,14.99
0,197,49859,24930,4.99
0,894,294671,132539,0.99
0,0,1973,1793,2.99
0,2526,69050,62414,9.99
0,0,6098,1886,12.99
0,346,15783,12554,9.99
0,0,1255,1076,9.99
61,0,4304,2690,9.99
0,0,2332,1435,9.99
0,0,3228,1076,7.99
0,0,0,0,0.0
0,0,4663,1255,6.99
0,0,3946,808,2.99
0,162,11658,9864,7.99
0,0,3049,544,4.99
0,1627,184909,75865,7.49
0,0,0,0,11.99
0,0,13451,6636,9.99
0,159,9864,6636,3.99
0,145,4842,2152,1.99
0,0,6098,1435,5.99
0,550,215040,104920,0.0
0,541,26006,24033,49.99
83,0,7353,6277,10.99
0,0,19190,7353,7.99
0,156,31566,19549,12.99
0,406,56316,33000,14.99
0,0,0,0,0.0
0,959,179350,47528,0.0
0,0,11658,6815,9.99
0,782,120882,82680,0.0
0,101,104381,27440,0.0
0,652,29055,24212,49.99
0,0,14348,8429,6.99
0,0,0,0,8.99
0,119,60800,9326,5.99
0,0,1076,897,14.99
0,0,8609,1351,14.99
0,0,11478,5201,4.99
0,0,28337,15783,3.99
0,0,717,1067,1.99
0,0,10940,6636,4.99
0,5204,235307,211812,16.99
0,0,10940,2152,1.99
0,0,22777,11478,7.99
0,0,717,540,9.99
0,0,2332,0,9.99
0,0,18473,9685,2.99
0,114,6277,3587,24.99
0,133,15424,9864,2.99
0,0,5919,3408,3.99
0,0,10223,5560,2.99
0,0,19190,533,4.99
0,0,0,0,9.99
0,158,34256,11837,4.99
67,0,4663,1793,4.99
0,10092,2047096,1488781,0.0
0,0,4842,2152,4.99
0,0,6277,538,5.99
80,1358,0,0,14.99
0,0,19370,12734,1.99
0,0,535,537,4.99
0,0,717,538,3.99
0,337,51115,30131,9.99
0,181,121240,34614,0.0
0,0,535,533,0.0
0,269,27799,11299,7.99
76,3480,458776,322291,19.99
0,112,3946,2511,14.99
0,0,0,0,9.99
0,0,2511,1076,9.99
0,235,3946,2690,1.69
0,187,6636,5201,59.99
0,0,10940,8609,9.99
0,0,717,811,24.99
0,120,2511,1614,14.99
0,0,4842,1255,2.99
0,0,10940,2511,3.99
0,666,34435,31566,49.99
0,205,110838,23853,0.0
81,700,40712,27440,7.99
0,0,4304,2870,7.99
0,0,21522,4304,2.99
0,0,0,0,13.99
0,220,89137,48604,9.99
0,0,897,535,7.99
0,161,6457,5201,9.99
66,208,68332,13451,9.99
0,264,128414,55419,0.0
0,0,1435,1255,4.99
0,256,8967,8250,19.99
0,169,46810,28517,4.99
0,0,538,535,9.99
0,103,5560,4663,6.99
0,0,9506,4484,3.99
0,124,86088,27261,9.99
74,0,5919,5022,19.99
0,0,4304,1338,5.99
0,385,33180,16500,6.99
0,0,30310,16321,2.99
0,0,24930,4484,0.0
0,0,8609,1614,1.24
0,107,16500,10402,1.99
0,453,133077,78734,0.99
0,0,16321,5739,14.99
0,578,193160,116219,0.99
0,6431,492494,270818,0.0
0,0,17038,5739,7.99
0,378,175763,62234,0.0
0,1693,267769,129490,0.0
0,0,4304,1073,5.99
0,0,14527,1076,5.99
59,109,12196,6815,2.99
0,195,37305,23853,12.99
0,0,7712,1621,3.99
0,105,9147,5560,7.99
0,0,1614,535,9.99
56,0,2870,2675,3.99
0,272,167513,74968,0.0
0,0,2152,1973,3.99
0,0,13093,3049,9.99
0,0,3766,3228,14.99
72,1659,218806,185447,7.49
0,0,2870,1255,9.99
0,0,717,535,0.0
0,946,135768,46272,9.99
0,0,2690,1973,9.99
0,0,20087,8967,9.99
0,0,3946,2675,9.99
0,344,126980,48424,0.0
0,0,0,0,16.99
0,0,1435,1435,19.99
0,112,6815,3587,11.99
0,0,1793,1435,9.99
0,0,1614,717,9.99
0,0,2511,1973,0.0
0,0,22777,8609,9.99
0,565,33538,17756,14.99
0,0,6815,2690,7.99
0,0,17576,8071,4.99
0,216,13093,11658,4.99
0,0,13810,2152,6.99
0,166,10223,7353,34.99
0,0,533,533,4.99
0,0,0,0,3.99
0,0,16141,7712,4.99
0,2689,80169,55778,2.99
0,0,2690,2332,0.0
0,0,7712,3049,9.99
73,378,30131,19011,14.99
0,0,3766,533,3.99
0,0,0,0,49.99
0,0,9685,1793,4.99
0,0,8788,4125,7.99
0,0,1347,1088,9.99
0,0,9685,4304,2.99
0,0,11478,6995,1.99
0,0,1435,1076,9.99
68,5803,320139,225084,7.99
0,0,17397,5919,9.99
0,0,1435,717,5.99
0,1228,119267,73175,9.99
90,114,3228,2152,9.99
0,102,127338,34435,9.99
63,567,33359,9147,0.0
0,225,17397,6277,5.99
0,0,3408,0,7.99
0,0,3946,0,7.99
0,0,3766,0,6.99
0,787,376275,239432,1.99
0,144,46272,30310,4.99
0,0,7712,1255,9.99
0,0,10761,6098,4.99
0,0,12734,6995,4.99
0,0,20805,10761,1.99
0,0,20267,6098,0.99
0,0,3766,544,3.99
0,498,26006,22239,9.99
0,0,3587,1435,1.99
0,0,535,535,9.99
0,883,273687,174866,0.49
0,7407,1438025,967412,0.0
0,0,1070,1070,9.99
0,130,29055,9685,8.99
0,143,132539,38560,9.99
0,193,15065,3587,1.99
49,0,1255,1255,12.99
0,0,10223,2332,12.99
0,0,21163,13631,0.74
0,0,539,539,9.99
0,0,17935,6815,4.99
0,0,0,0,0.0
0,295,72278,52370,4.99
67,178,81604,23315,9.99
0,0,14707,8429,1.99
0,0,0,0,4.99
0,168,10044,6815,6.99
0,0,0,0,19.99
0,293,15245,9147,2.99
0,0,13272,5380,7.99
0,0,0,0,0.0
0,220,16321,9147,9.99
0,285,18114,11299,2.99
60,340,98463,23136,14.99
0,1115,10761,7174,2.99
0,0,0,0,4.99
0,0,8071,2152,9.99
0,0,1614,1076,3.99
58,0,8967,8250,29.99
0,204,71202,50756,4.99
68,0,4304,539,9.99
0,0,1435,538,4.99
0,1161,458238,229029,0.0
0,0,21163,14348,0.49
0,0,8967,4484,7.99
0,0,20625,19190,0.0
0,430,169485,62772,5.99
0,721,11299,3946,9.99
0,773,113349,37843,0.0
0,103,19370,6277,19.99
0,0,10223,5919,5.99
0,0,4484,3049,8.99
0,0,5380,3587,17.99
66,2456,264182,215758,12.89
0,0,15245,1793,4.99
0,0,0,0,0.0
0,7202,1046684,733181,0.0
0,0,3587,1614,4.99
0,0,1793,1435,1.99
76,0,16321,9326,9.99
0,0,1793,0,10.99
0,0,10402,5919,2.99
0,0,5919,3766,14.99
70,0,3228,2690,9.99
69,0,1255,533,14.99
0,832,75506,50756,1.99
0,0,14348,9685,4.99
0,0,15065,6277,7.99
0,163,48066,17935,0.5
0,320,10582,10402,14.99
69,487,26544,20625,19.99
0,0,4304,2870,4.99
0,214,10761,8429,1.99
0,0,717,535,14.99
0,0,897,897,9.99
68,182,20805,8250,14.99
0,0,1076,540,4.99
0,959,48604,36049,0.49
0,580,140431,83398,4.99
0,0,5201,2332,1.99
0,0,4663,1793,2.99
0,0,4125,2332,6.99
0,936,127876,81963,0.99
0,0,8609,1973,2.99
0,0,1616,1077,9.99
0,0,4304,1081,0.99
0,0,17038,8788,4.99
67,997,75686,46272,14.99
0,543,37663,36049,14.99
0,0,53805,2690,0.0
0,0,53984,4663,0.0
0,0,57930,3946,4.99
0,0,59723,3946,4.99
0,0,54343,3587,4.99
0,0,58468,2870,4.99
0,0,57751,1793,4.99
0,0,53984,1614,0.0
0,0,59723,3946,4.99
0,0,58109,2332,4.99
0,0,53984,5022,0.0
0,0,58109,3946,4.99
0,0,54343,2870,2.99
0,0,58289,1793,4.99
0,0,59185,3408,4.99
0,0,54164,2332,0.0
0,0,59544,3766,4.99
0,0,58827,3408,4.99
0,0,59544,6636,4.99
0,0,58827,4484,6.99
0,0,73892,3228,0.0
73,0,59723,4484,0.0
0,0,59365,5560,6.99
0,0,53984,1614,0.0
0,0,53984,1973,0.0
0,0,8788,808,6.99
55,0,15065,7353,9.99
76,0,12734,3408,9.99
69,128,3228,2690,9.99
0,0,24750,6098,2.99
0,111,32283,13810,2.99
0,203,20625,10940,4.99
0,6028,277274,199078,0.99
0,0,14707,6277,9.99
0,0,0,0,1.99
0,0,21522,2690,7.99
0,122,15424,6815,7.99
0,0,3587,897,1.99
0,0,19908,1973,8.99
0,0,12196,7174,7.99
0,0,7174,2870,6.99
0,0,5739,2870,4.99
0,0,1076,803,3.99
0,1070,123931,85908,19.99
80,17106,905177,846530,29.99
0,0,8967,5380,9.99
0,0,0,0,59.99
0,930,57751,41071,29.99
0,0,3587,2332,4.99
0,0,3049,2152,8.99
0,31380,1157881,1124701,49.99
0,114,19190,9685,1.99
67,235,136664,36229,9.99
0,128,19549,9506,9.99
0,183,21881,9864,9.99
0,0,2332,539,5.99
83,0,2332,1255,5.99
0,0,10582,7353,5.99
0,0,4484,1076,9.99
0,259,39636,23853,1.99
0,0,3587,3049,13.99
64,459,77300,36408,14.99
0,0,2870,2152,7.99
0,106,94517,34076,9.99
0,0,0,0,0.0
0,105,88240,11478,1.49
0,836,111914,60261,9.99
0,3461,351884,308661,8.99
0,538,156752,105996,0.99
0,0,12016,7353,4.99
61,333,21343,17218,19.99
0,0,20984,2511,4.99
0,0,808,539,9.99
0,0,7891,897,1.99
0,105,22777,12375,4.99
0,0,1435,539,2.99
0,0,0,0,9.99
84,2302,190290,159980,2.99
0,0,17397,1891,4.99
69,0,3228,1973,12.99
0,101,1973,1973,4.99
0,273,34973,23495,29.99
0,0,533,533,4.99
0,321,99898,63131,0.49
47,0,9864,6277,14.99
0,0,0,0,1.99
72,682,41609,35691,14.99
0,0,1616,1347,14.99
0,0,3408,2511,7.99
0,0,12196,1973,14.99
0,0,0,0,0.0
65,844,23853,19370,12.99
0,0,7891,1255,2.99
0,0,10761,3408,12.99
0,1187,234769,119626,0.0
0,1061,293954,125365,0.0
0,0,535,537,0.0
0,125,163387,42506,9.99
0,0,154599,32821,9.99
0,104,15065,10402,0.99
0,0,46990,6995,5.24
0,0,2332,1435,7.99
0,0,2134,1067,24.99
0,0,535,535,7.99
0,0,4663,2690,9.99
0,0,5201,3049,6.99
0,0,14707,9147,19.99
0,0,0,0,9.99
0,0,30669,8788,14.99
0,1788,57213,53984,14.99
0,103,42506,24212,19.99
70,1639,164464,82680,14.99
0,0,10402,1614,9.99
0,222,12913,10044,4.99
0,0,5201,2870,12.99
86,5739,321036,258084,19.99
0,0,10223,1614,3.99
0,0,1435,1351,11.99
0,0,108506,102947,0.0
0,740,19549,16859,59.99
0,0,2690,0,1.99
0,0,3946,1088,4.99
0,0,13451,6815,10.99
0,0,7174,3228,9.99
0,254,47528,24033,9.99
0,263,16859,16321,14.99
0,152,20625,11120,2.99
85,876,71740,62952,14.99
0,300,16141,10582,2.99
0,101,151909,8429,0.0
0,491,104381,64387,0.99
0,0,1973,538,9.99
0,0,13093,6995,4.99
57,177,10940,9326,19.99
0,156,28337,18114,1.99
0,616,114066,87523,9.99
0,0,9864,4125,4.99
0,146,15424,13631,14.99
0,0,19011,6995,8.99
0,0,1614,1891,16.99
0,33323,4549920,3427729,0.0
0,1043,53267,33538,3.99
0,0,12734,2511,4.99
0,0,8250,2162,1.99
0,0,4304,540,3.99
0,0,11658,4842,4.99
0,0,3228,2152,11.99
0,0,0,0,5.99
0,0,13451,7353,3.99
86,18583,979428,962928,59.99
0,0,1614,537,1.99
75,227,5739,4484,9.37
0,1492,176659,129132,9.99
0,0,0,0,0.0
0,0,3408,2690,8.99
0,0,19190,1435,2.99
0,929,184551,115680,0.99
0,0,0,0,3.99
0,0,10223,2152,4.99
0,0,897,803,4.99
0,0,9326,5380,3.99
0,0,4125,1793,5.99
0,0,8250,4125,5.99
0,0,9147,7174,5.99
0,0,4663,2690,7.99
0,0,3049,2332,4.99
0,0,17038,1076,3.99
0,0,7712,4125,0.99
0,0,8429,4842,4.99
0,262,18294,11658,3.99
0,0,3228,544,4.99
0,819,155317,56674,0.0
0,0,3408,1076,4.99
0,0,5201,3049,4.99
0,0,4125,544,4.99
0,0,5919,539,4.99
0,321,18114,14886,9.99
72,0,0,0,7.99
0,0,6098,2511,5.99
0,3594,537331,346324,0.0
0,0,11299,7174,0.99
0,0,7533,1435,0.99
0,0,5201,539,1.99
0,0,6457,3946,14.99
0,0,2690,0,3.99
0,0,11658,8250,9.99
0,29451,931362,912710,59.99
0,0,4304,1973,14.99
82,223,61696,25826,14.99
0,0,11658,6815,14.99
0,0,533,533,7.99
0,0,5739,1347,6.99
80,265,181681,47707,19.99
0,275,44120,19011,15.99
0,0,5380,2152,9.99
0,0,4663,2690,2.99
0,0,3766,1614,4.99
0,0,5560,3049,1.99
0,120,9326,7891,4.99
0,0,5560,533,3.99
0,0,3228,803,2.99
0,120,6636,5380,4.99
0,0,0,0,4.99
0,0,8429,1435,4.99
0,154,4842,3946,34.99
0,0,6277,2332,4.99
0,872,44837,43403,29.99
0,453,133795,76403,7.99
0,0,29772,6457,6.99
0,0,17038,2690,7.99
0,0,18114,4304,7.99
76,219,34794,22598,14.99
0,0,2332,1351,2.99
0,0,3408,544,6.99
0,0,3946,1793,4.99
0,0,11299,5919,3.99
0,0,5022,2511,6.99
0,0,1793,540,25.49
0,0,2152,717,6.99
0,0,1873,1873,18.99
0,0,23674,2511,2.99
77,0,2690,2152,14.99
0,195,108327,33000,0.0
0,0,18832,4842,6.99
0,44352,0,0,59.99
0,0,0,0,0.0
0,879,166795,108327,3.99
0,0,60800,4663,0.0
85,165,12375,7712,9.99
0,0,6277,2690,11.99
0,141,5560,2690,9.99
0,0,3946,2690,0.99
0,0,0,0,7.99
0,0,0,0,2.99
0,0,6098,808,0.99
0,0,808,1088,0.0
0,0,3228,2511,8.99
0,0,1793,897,1.99
0,0,8788,5022,9.99
0,663,28875,26544,17.99
0,0,22419,14169,2.99
0,0,2332,533,9.99
0,0,11658,7353,3.99
0,0,7533,4125,8.99
81,5853,579299,492315,29.99
0,639,40354,26902,0.99
67,573,41968,29234,19.99
0,0,0,0,4.99
0,0,14707,8788,4.99
0,0,2511,533,4.99
0,0,0,0,1.99
0,0,9147,5739,4.99
0,0,1076,0,49.99
69,0,3408,2332,19.99
0,0,3228,1614,9.99
0,0,1076,535,14.99
0,104,10940,6098,14.99
0,0,4484,1793,9.99
0,2623,238356,227057,9.99
86,2975,268486,170382,5.99
0,0,0,0,0.0
0,0,6277,4125,0.0
0,0,9506,4484,9.99
74,3808,234589,195132,39.99
0,0,5739,3049,5.99
0,0,0,0,0.0
0,0,7891,5919,14.99
0,404,32642,25109,2.99
0,0,2152,1793,9.99
0,0,6277,1347,8.99
0,0,12016,4304,10.0
0,147,75686,24930,0.0
0,1078,882759,192980,14.99
78,153,7712,6098,14.99
0,0,11837,717,2.99
0,0,3408,2332,14.99
0,0,7712,3766,4.99
0,0,9685,4842,7.99
0,330,10940,10761,14.99
0,0,0,0,6.99
78,0,8429,3228,7.99
0,1108,294671,204817,0.5
0,0,8967,5022,3.99
0,0,36587,5022,0.0
0,1787,158007,103305,0.99
0,404,50039,37125,0.99
0,164,54702,18473,0.0
0,110,70305,45375,14.99
0,0,11299,6098,9.99
75,601,21701,17218,12.99
0,159,10761,8071,18.99
0,0,21163,3502,2.99
70,290,13810,11837,14.99
0,0,3946,538,5.99
0,0,17397,3946,4.99
0,0,0,0,19.99
0,0,2690,897,7.99
0,139,15424,12016,9.99
0,0,2152,1793,19.99
0,0,9506,6098,4.99
0,199,31386,16141,9.99
0,0,2690,2152,0.0
71,101,14527,4484,9.99
0,0,7174,3408,4.99
0,0,14886,7174,1.99
0,0,1338,1070,0.0
0,0,0,0,0.0
0,0,1435,0,1.99
0,105,23136,15424,7.99
0,356,13810,12196,9.99
0,0,49321,7891,0.0
0,5141,251986,170741,0.99
0,0,808,539,11.99
0,562,92006,7891,0.0
50,0,4663,2152,9.99
0,0,10761,6277,4.99
0,1080,15603,11478,2.99
0,0,17038,8250,3.99
0,0,56854,4484,3.99
0,0,1076,897,9.99
0,149,15603,12913,29.99
68,0,12554,6277,9.99
0,0,3946,2332,2.99
0,729,206252,142942,0.99
0,0,13989,6815,7.99
0,0,20446,12196,3.99
0,0,9147,1614,9.99
0,0,897,811,9.99
0,0,3049,1435,9.99
0,0,6457,2690,0.79
0,0,4125,2690,9.99
77,165,78555,14527,14.99
0,0,12554,7891,4.99
0,0,11478,5560,9.99
0,0,2152,0,6.99
80,899,0,0,19.19
0,134,17397,10940,9.99
0,0,8071,3766,14.99
0,319,58289,24033,4.99
0,0,6815,3587,6.99
0,0,1973,1070,9.99
0,0,15783,6277,19.99
0,0,5560,1793,4.99
0,0,0,0,7.99
0,166,64028,40533,2.99
0,0,4663,2511,0.99
0,0,8609,4842,1.99
0,0,1973,1435,9.99
0,278,25288,10223,0.99
0,126,35691,19370,9.99
0,0,0,0,9.99
0,0,8250,4842,4.99
0,387,73533,50935,2.99
0,0,1076,539,4.99
0,0,0,0,0.0
74,5235,265975,245350,59.99
0,153,61696,36587,0.49
0,0,11658,1614,4.99
0,0,0,0,11.99
0,0,0,0,0.99
0,0,16680,1255,5.99
0,0,8788,5201,4.99
0,0,32462,9864,7.99
0,500,42147,36229,9.99
0,0,7891,2690,9.99
0,0,9326,5201,1.99
0,190,10761,6995,2.99
0,0,1076,537,9.99
0,0,12016,2870,19.99
0,0,0,0,19.99
0,0,1793,1614,4.99
0,0,12016,7174,7.99
0,1255,241584,140251,0.0
0,0,0,0,4.99
0,0,0,0,9.99
0,0,0,0,14.99
0,0,0,0,2.99
0,0,3408,544,1.99
57,0,2511,717,14.99
0,1003,308661,206073,0.0
0,0,14169,8967,3.99
0,0,1435,1338,6.99
0,0,12016,4663,6.99
0,0,13810,5739,6.99
0,0,1793,1076,7.99
0,0,2511,2152,4.99
0,1934,244633,164822,0.99
0,0,9864,808,2.99
0,0,8609,5380,2.99
0,1835,78376,62414,2.99
0,105,17756,9147,9.99
0,0,10044,5560,3.99
0,1050,345248,151550,0.0
0,101,38919,14348,6.99
0,977,22060,13093,9.99
94,2900,1206305,630234,39.99
0,0,4842,1605,3.99
0,0,1793,1435,9.99
0,0,81245,7891,8.99
0,0,9147,4663,4.99
0,0,9326,5201,3.99
0,0,9864,4304,3.99
0,0,7533,3766,2.99
57,0,3408,1614,13.39
0,0,20446,2155,3.99
0,123,4484,3587,7.99
0,0,12196,2152,6.99
0,0,9506,1793,6.99
0,0,2332,1088,9.99
48,117,3766,3408,19.99
68,0,1076,1088,13.99
0,0,17935,1973,2.99
0,0,19190,14886,0.0
0,4183,313144,302921,14.99
0,0,2870,2332,14.99
65,119,7174,5380,12.99
0,0,8429,4663,6.99
0,0,1793,1255,9.99
0,0,897,897,4.99
0,0,0,0,4.99
0,0,10940,5919,9.99
89,26844,1230159,1199490,59.99
0,0,0,0,9.99
0,0,1793,808,6.99
0,0,3228,537,9.99
0,0,0,0,2.99
0,469,96490,48245,0.0
0,0,0,0,0.0
0,204,95235,30848,4.94
0,0,4304,2870,1.99
0,0,0,0,4.99
0,0,4125,2690,4.99
0,0,6636,3766,4.99
0,180,5380,3946,1.99
0,0,8250,5201,3.99
0,0,0,0,2.99
0,0,16321,9685,3.99
76,0,8071,3766,3.99
0,0,0,0,5.99
0,2288,84832,82680,39.99
0,0,9147,4125,5.99
0,0,2870,1076,2.99
0,0,4304,1255,4.99
0,0,5201,2332,4.99
0,804,188855,136126,2.99
0,204,8250,7353,9.99
0,1221,131284,81604,0.99
0,0,15245,7174,4.99
0,0,10940,3049,9.99
0,0,3049,2675,4.99
0,0,48962,34614,5.99
0,0,22239,10223,2.99
0,309,53267,36946,3.99
0,0,539,539,0.0
0,0,22419,12016,4.99
0,0,8071,5380,2.99
0,0,538,539,0.0
0,0,12016,7891,4.99
0,0,11478,4304,4.99
0,0,1076,717,2.99
0,0,1793,1076,2.99
0,0,1255,717,10.99
0,0,0,0,2.99
0,2585,71202,69229,19.99
